decimal_date;T1;T2;T3;T4;T5
1992.29;169.75565810339748;171.4739576104224;169.77022966614618;168.26696262764105;167.8463081118944
1992.373;166.36159636270162;167.9943607275412;166.37452665466904;165.079980245994;164.60589529274577
1992.456;162.8367003692571;164.41637106041622;162.82609645330152;161.7235550319945;161.24622286169463
1992.54;159.19089437093834;160.70625717876865;159.16347598248916;158.2882674004064;157.74298654899954
1992.624;155.47541152501103;156.856314540933;155.51673757320106;154.807666878052;154.1293639218791
1992.708;151.6126915523717;152.92553137149687;151.94861532279432;151.30653701355047;150.3927348103991
1992.791;147.82071321545584;148.9918136088055;148.3144840699322;147.82397903257657;146.57310548245934
1992.874;144.1417074435139;145.06628595490295;144.71981729840647;144.3014302490755;142.79987823570318
1992.958;140.46430834263305;141.07414178614792;141.0896065091482;140.75897282776407;138.94152826427148
1993.042;136.68116327995247;137.03513115251158;137.4866904169997;137.1504929417009;134.94664428764165
1993.123;132.86564783808006;132.92987052262222;133.99378202216798;133.44424918067986;130.89571018219985
1993.204;129.00189116537945;128.7155804457007;130.59798391026172;129.69773169874568;126.7687066915214
1993.288;125.28822383743056;124.51270813247751;127.23413407954706;126.07771437018256;122.71013983633904
1993.371;121.6124155737902;120.46518847735412;123.9849370001602;122.35873552821168;118.64392328546576
1993.455;117.87432846809504;116.30557950680368;120.78572786392864;118.53515152958566;114.51073056129904
1993.538;114.21105082255195;112.12675984945786;117.58360680262356;114.69382273421618;110.29849927896132
1993.623;110.5568033557082;107.89619027403256;114.37821491315415;110.92322857296028;106.03242452540272
1993.707;107.216895213759;103.75525910545755;111.15750464984554;107.23063741382632;101.9297628392996
1993.79;104.0253023548799;99.79234507886645;107.81812273906812;103.46819982856783;97.87985308411498
1993.874;100.77348060099956;95.80564612381237;104.49666546117336;99.72851888438588;93.82771110282336
1993.958;97.43040911020636;91.94315374341984;101.23466165631756;96.03259154271647;89.76279368639881
1994.042;94.09352434977536;88.27725169819259;97.95325001508644;92.43131727081838;85.71802209600348
1994.123;90.84486480303023;84.79115038296885;94.55545626693342;88.99507439382093;81.83278270090369
1994.204;87.54546108500236;81.35725110351922;91.10548997563482;85.67107348499574;78.0304743553464
1994.288;84.13658719616267;77.83105326652422;87.7930040357099;82.48844888548858;74.27593381056566
1994.371;80.7332774333535;74.288947302964;84.46791676994889;79.49213121569476;70.75864625758147
1994.455;77.51860797860024;70.79712751689526;81.01629022473018;76.5785363420349;67.58289648807917
1994.538;74.18823241989305;67.32472466610044;77.55597398953172;73.59298597525998;64.38373767876809
1994.623;70.77625228073452;63.84014576152899;74.31695904864135;70.51435133156994;61.120917773814384
1994.707;67.45834566708224;60.3491236370915;70.97891682349268;67.53134965284609;57.96397345436568
1994.79;64.25388952891139;56.884274616472;67.56263902192984;64.61097243782739;54.92203760625344
1994.874;61.00111528473387;53.47780453020383;64.23463423752207;61.63522431472446;51.91205498132689
1994.958;57.70380825229593;50.06964699554468;61.03845783630645;58.63650953803339;48.89647319393282
1995.042;54.59546909403483;46.73277375158455;57.74043908882291;55.78353293311349;45.970581610777714
1995.123;51.50371036639309;43.52039996669645;54.46371664803674;52.936780755604865;43.02687315471395
1995.204;48.38298322467256;40.35301719971083;51.339039791668085;49.98556216096068;40.21351441042455
1995.288;45.33648697116435;37.20713188509535;48.2621701347061;47.21305257749543;37.50631150681372
1995.371;42.3873789624413;34.19752256935349;45.220520645558;44.59727034149109;34.80407202095613
1995.455;39.37403729101811;31.213850823220923;42.370028677278654;41.91423050053483;32.379319102600604
1995.538;36.532402544260734;28.291238040624435;39.47852705329741;39.28640632598718;29.993419238554623
1995.623;33.78942928384883;25.57237931454684;36.70052687283068;36.83657416586008;27.67810413157757
1995.707;31.119082862790435;22.903220080461512;34.02703554449467;34.38765268444909;25.51497720817419
1995.79;28.700478418220957;20.513438302621545;31.433465613079953;31.998144604867385;23.57971862280508
1995.874;26.270542407753613;18.138925571731143;28.96773160888645;29.774882952368547;21.907601429927837
1995.958;24.00122635836438;15.917407974144671;26.75814712607638;27.66771670181306;20.379178807198464
1996.042;21.811538695872496;14.0456026444112;24.623283139975506;25.67765714113648;19.11161770928474
1996.124;19.812523530746216;12.299684602819951;22.62929903361521;23.86383725888596;18.199444785078825
1996.206;18.177592627364017;10.77617741869081;20.90302639365261;22.14614565001079;17.797082045522384
1996.29;16.654442912009877;9.587150287671795;19.48434357615438;20.634426458220084;17.995499700921357
1996.373;15.29663174371108;8.827847483572809;18.294745821066066;19.497984235115354;18.467035577523507
1996.456;14.324034034957036;8.627300966539574;17.39968840729253;18.43413347729932;19.040251123347954
1996.54;13.742326139326677;9.0269862638939;16.956988488557176;17.73116721310378;19.627597034434775
1996.624;13.665652718424562;9.62839416170596;17.212383256675082;17.471093923628583;20.27866193258351
1996.708;14.409136817148102;10.254261172607404;17.974332158822982;17.747662449451404;21.018249044603937
1996.791;15.0801238012225;10.966173106918124;18.752731320305383;18.470070454549973;21.70354814407479
1996.874;15.870954128588323;11.727369672580735;19.552993940454662;19.232552328205873;22.554755198285275
1996.958;16.671203912757267;12.495487664069458;20.441522610740485;19.94896734253109;23.425126074998676
1997.042;17.498217884065042;13.452447451413065;21.38879901544099;20.77087750458656;24.364679329938316
1997.123;18.5110091081997;14.387030380976734;22.380074513766843;21.637067321738805;25.400658750659343
1997.204;19.43706442424506;15.452038331028865;23.41956788645203;22.53718892584194;26.44121070429285
1997.288;20.541715888939784;16.59848972155335;24.508212697811576;23.565751094194948;27.64676420343919
1997.371;21.65149440413009;17.778678577754686;25.70933562681556;24.531807640304397;28.92568059090425
1997.455;22.81997627666979;19.09623826999055;26.96195600962593;25.627667567898303;30.24332609439485
1997.538;24.160579034245156;20.52844665642169;28.293480310067327;26.782296289877475;31.673414667143437
1997.623;25.485896390849764;22.000144514497126;29.693094315015585;28.00048885940238;33.27231357234996
1997.707;26.943976187554355;23.62101817538805;31.110328956651017;29.326548267005705;34.8898965595859
1997.79;28.464482905840615;25.371951906143064;32.73399628449738;30.660209211888027;36.70031216420957
1997.874;30.04940294567601;27.160790033823137;34.33488166595832;32.07637180140539;38.627439858193384
1997.958;31.755748681058822;29.150932665112904;36.08654960085027;33.608316548527505;40.64329385665504
1998.042;33.60593998368616;31.306028353888664;37.95214261923725;35.20857410965622;42.946850477742565
1998.123;35.43311811123241;33.539539961426044;39.80379068048621;36.874924802319555;45.869221734829175
1998.204;37.48240875503771;35.93172330968773;41.86554915409569;38.70066081142702;49.08559933144548
1998.288;39.60586124012245;38.560215805995064;44.00348567994332;40.64347160200429;52.5700688536164
1998.371;41.78918832246045;41.330090514601594;46.21406542959866;43.05617822962303;56.40514658876505
1998.455;44.16954199374366;44.2146002768374;48.55544205950348;45.796519015557074;60.594963521092865
1998.538;46.731947826378494;47.57162616492648;50.99049651509387;48.70682754180262;65.03014126508602
1998.623;49.580120702954986;51.41650921365644;53.42220217394309;51.79778101919233;69.6335303710847
1998.707;52.81740616337141;55.59264157104113;56.30115574339371;55.10299790311694;74.44214693442117
1998.79;56.29852657649559;59.97482750896382;59.421996981725826;58.48831718566431;79.54110874882667
1998.874;59.88982795831357;64.57180073140385;62.74476477339935;62.129506031651296;84.79812319336884
1998.958;63.681853264638725;69.47807525648976;66.24809862858525;65.95359281487606;90.09032875656486
1999.042;67.70348872091712;74.4714198655014;69.86671406513781;69.81402499776213;95.55434840787277
1999.123;71.68719688428057;79.52167930165673;73.53510107996416;73.77002233275229;100.87465759383171
1999.204;75.82835519187896;84.69114531324166;77.36897644359064;77.85612433275197;106.29829528278452
1999.288;80.08445589503116;89.84382754084393;81.2034341138476;81.89301574774504;111.65995995172334
1999.371;84.20277273213821;95.07359405309263;85.05064614600116;86.02731567066343;116.91279646990095
1999.455;88.53959031645981;100.20077494686954;88.95199823517193;90.2414745856706;122.26619842599337
1999.538;92.68078368002212;105.25916189758752;92.75547772404364;94.30395105866994;127.329571852695
1999.623;96.85708572457004;110.28336232847592;96.44672790848075;98.41204978223152;132.2872941616873
1999.707;101.03449653503633;115.15564703121376;100.16658849465952;102.43366259884289;137.12630028385317
1999.79;105.01999869518042;119.77884423192351;103.82622880577576;106.25724912573423;141.75618915091934
1999.874;108.8540962830397;124.29892437008547;107.31983337658978;110.01923308333258;146.15325289039558
1999.958;112.67236466311316;128.71054452910707;110.67592093417944;113.82748492368135;150.46274085501128
2000.042;116.32759156511804;132.9233457796065;114.0166385961162;117.39474043236532;154.56550819834547
